id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
720579238888083884,Rental unit in Montréal · Studio · 1 bed · 1 bath,195501369,Julio,,Ville-Marie,45.51724,-73.55849,Entire home/apt,67,31,0,,,58,215,0,
720857557893465870,Rental unit in Montréal · ★4.77 · 2 bedrooms · 3 beds · 1 bath,42429143,Abel,,Mercier-Hochelaga-Maisonneuve,45.5759075,-73.5442534,Entire home/apt,100,31,26,2023-08-30,2.63,1,283,26,
720862220815946275,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,176195541,Amine,,Ville-Marie,45.4954,-73.5887,Entire home/apt,400,90,0,,,1,89,0,
720892777231601292,Guest suite in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 private bath,43386081,Michelle,,Verdun,45.47037,-73.56994,Private room,96,32,35,2023-08-17,3.13,7,0,35,
720998087604127450,Rental unit in Montréal · ★3.40 · 1 bedroom · 1 bed · 1 bath,374234894,Lionnel,,Ville-Marie,45.49945,-73.57456,Entire home/apt,394,31,10,2023-02-12,0.92,25,88,10,"354709, expires: 2024-06-19"
721380372509469508,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,306507811,Caroline,,Le Plateau-Mont-Royal,45.51804781495081,-73.5838247822926,Entire home/apt,130,7,1,2023-08-18,1,3,54,1,"312916, expires: 2024-04-26"
721730472311357491,Condo in Montréal · 1 bedroom · 1 bed · 1 bath,467804742,Mont,,Ville-Marie,45.49692,-73.57847,Entire home/apt,148,31,0,,,9,356,0,
722290931505367366,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,147963255,Jérôme,,Le Plateau-Mont-Royal,45.53307,-73.58131,Entire home/apt,100,31,2,2023-05-14,0.23,5,342,2,
722315711270460413,Rental unit in Montréal · 2 bedrooms · 2 beds · 0 baths,195649860,Jean-Christoph,,Rivière-des-Prairies-Pointe-aux-Trembles,45.6415043,-73.4937899,Entire home/apt,82,31,0,,,82,246,0,
722315734291113937,Rental unit in Montréal · 1 bedroom · 1 bed · 0 baths,195649860,Jean-Christoph,,Le Plateau-Mont-Royal,45.53136,-73.57249,Entire home/apt,64,31,1,2023-08-16,1,82,223,1,
722315758794051185,Rental unit in Montréal · 2 bedrooms · 2 beds · 0 baths,195649860,Jean-Christoph,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4933324,-73.6125267,Entire home/apt,83,270,0,,,82,364,0,
722315781507831503,Townhouse in Montréal · 1 bedroom · 1 bed · 0 baths,195649860,Jean-Christoph,,Rosemont-La Petite-Patrie,45.542001,-73.6089609,Entire home/apt,74,31,1,2023-02-28,0.16,82,259,1,
722315805925856934,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,195649860,Jean-Christoph,,Mercier-Hochelaga-Maisonneuve,45.55152,-73.55449,Entire home/apt,103,31,0,,,82,125,0,
722454090302759321,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,91654465,Paz,,Le Plateau-Mont-Royal,45.52235,-73.59743,Entire home/apt,50,31,1,2023-03-26,0.19,1,179,1,
723131956666037746,Condo in Montréal · ★4.44 · 1 bedroom · 1 bed · 1.5 baths,436919925,Oasis B,,Ville-Marie,45.497136,-73.571494,Private room,199,2,9,2023-08-12,2.76,1,359,9,"313025, expires: 2024-04-24"
723781768423455559,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,10074142,Louis,,Villeray-Saint-Michel-Parc-Extension,45.53839,-73.61964,Entire home/apt,160,32,3,2023-07-02,0.59,3,99,3,
723862592570429177,Condo in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,26760792,Clément,,Ville-Marie,45.51116,-73.56255,Entire home/apt,170,31,10,2023-08-24,4.76,1,293,10,"123456, expires: 2024-08-22T00:00:00Z"
723921321861171100,Condo in Montréal · 1 bedroom · 1 bed · 1 bath,7160824,Jamal,,Verdun,45.47304,-73.57114,Entire home/apt,57,31,2,2023-04-25,0.31,1,232,2,
723964954726838065,Loft in Montreal · ★New · Studio · 1 bed · 1 bath,434914012,Vladimir,,Le Plateau-Mont-Royal,45.5249149027842,-73.59397818710251,Entire home/apt,159,2,0,,,2,83,0,"314991, expires: 2024-08-20"
724127904958843451,Villa in Montréal · ★4.78 · 6 bedrooms · 6 beds · 5 baths,456773498,Joel,,Le Sud-Ouest,45.49232,-73.56491,Entire home/apt,1285,1,9,2023-08-07,2.35,31,94,9,"313220, expires: 2024-05-02"
724468482591824470,Condo in Montréal · ★4.83 · 2 bedrooms · 3 beds · 1 bath,21149376,Érika,,Rosemont-La Petite-Patrie,45.558962038349506,-73.58595380421596,Entire home/apt,105,2,6,2023-08-14,1.70,1,18,6,"313515, expires: 2024-05-10"
724841995158876997,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,271698794,Emile,,Mercier-Hochelaga-Maisonneuve,45.56906,-73.5368,Entire home/apt,55,32,3,2023-08-05,0.35,1,140,3,
724869760157606582,Rental unit in Montréal · ★4.61 · 3 bedrooms · 3 beds · 1 bath,481192018,Samantha,,Le Plateau-Mont-Royal,45.51521,-73.57593,Entire home/apt,283,2,31,2023-08-18,3.48,14,352,31,"308865, expires: 2024-02-28"
725303894503543062,Condo in Montréal · ★4.76 · 2 bedrooms · 3 beds · 1 bath,28249488,Hôtel À La Maison,,Le Plateau-Mont-Royal,45.52345,-73.57868,Entire home/apt,128,2,42,2023-08-19,3.85,11,275,42,"306603, expires: 2023-10-31"
725347655870289397,Rental unit in Montréal · ★4.69 · 1 bedroom · 1 bed · 1 bath,159008278,Ahona,,Ville-Marie,45.514209875083196,-73.56348157624477,Entire home/apt,166,31,36,2023-08-31,3.21,31,20,36,311497
725429076922021913,Rental unit in Pointe-Claire · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,128440465,Ernest,,Pointe-Claire,45.4384097,-73.8267334,Entire home/apt,70,31,3,2023-06-01,0.45,4,170,3,
725890555116041894,Rental unit in Montréal · ★4.78 · 1 bedroom · 1 bed · 1 bath,481192018,Samantha,,Le Plateau-Mont-Royal,45.51554,-73.57391,Entire home/apt,145,2,51,2023-08-10,5.15,14,289,51,"308865, expires: 2024-02-28"
725891433962396053,Rental unit in Montréal · ★4.67 · 2 bedrooms · 3 beds · 1 bath,481192018,Samantha,,Le Plateau-Mont-Royal,45.51432,-73.57386,Entire home/apt,224,2,46,2023-08-17,4.47,14,357,46,"308865, expires: 2024-02-28"
725985975079682185,Hotel in Montréal · ★4.18 · 1 bedroom · 1 private bath,474405753,Le Sand And Stone,,Ville-Marie,45.5102,-73.56451,Private room,215,1,28,2023-07-26,2.54,24,88,28,"568912, expires: 2023-10-29"
726051120940866606,Condo in Montréal · ★4.82 · Studio · 1 bed · 1 bath,42871838,Shaoqing,,Le Sud-Ouest,45.47821474320777,-73.56854316560667,Entire home/apt,134,1,51,2023-09-01,4.55,1,43,51,"311872, expires: 2024-01-22"
726337060752862642,Rental unit in Montréal · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,6991335,Jean,,Le Plateau-Mont-Royal,45.53286,-73.57415,Private room,40,31,6,2023-07-31,0.54,3,180,6,000000
726658770979053369,Condo in Montréal · Studio · 2 beds · 1 bath,464771734,Dyj,,Ville-Marie,45.511063131752856,-73.56277053924437,Entire home/apt,67,32,2,2023-07-11,0.42,4,329,2,
726671902830698058,Rental unit in Montréal · ★5.0 · Studio · 1 bed · 1 bath,465108186,Mc,,Villeray-Saint-Michel-Parc-Extension,45.5534791,-73.6025138,Entire home/apt,56,60,4,2023-08-06,0.41,22,245,4,
726683149445757886,Rental unit in Montréal · 1 bedroom · 1 bed · 1 shared bath,139287346,David,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46974246024325,-73.60547819999998,Private room,40,32,2,2023-06-15,0.25,2,279,2,
726683917203070419,Rental unit in Montréal · Studio · 1 bed · 1 bath,465108186,Mc,,Villeray-Saint-Michel-Parc-Extension,45.5534791,-73.6025138,Entire home/apt,56,60,1,2023-01-14,0.13,22,306,1,
726729761713348424,Condo in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,15858072,Laurie,,Ville-Marie,45.5371,-73.55193,Entire home/apt,125,1,8,2023-03-10,0.82,1,23,8,"314909, expires: 2024-08-17T00:00:00Z"
726990428183619582,Rental unit in Montréal · ★4.46 · 1 bedroom · 1 bed · 1 bath,481594317,Helene,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4799,-73.62426,Entire home/apt,103,31,39,2023-08-11,3.63,12,45,39,308201
727438312970984947,Rental unit in Montréal · ★4.92 · 1 bedroom · 1 bed · 1 bath,481665593,Christophe,,Le Plateau-Mont-Royal,45.52238699999999,-73.57351299999999,Entire home/apt,154,1,95,2023-08-28,8.61,1,295,95,"295564, expires: 2024-01-25"
728180781904212896,Rental unit in Montréal · ★5.0 · 2 bedrooms · 2 beds · 1 bath,71333517,Monthly Stays,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49477,-73.63332,Entire home/apt,277,31,8,2023-06-06,0.75,8,141,8,
729576331245809613,Serviced apartment in Montréal · 1 bedroom · 1 bed · 1 bath,320221217,Hotel Epik,,Ville-Marie,45.5031374,-73.5552076,Entire home/apt,499,3,1,2023-05-01,0.24,2,240,1,"603094, expires: 2024-02-28"
729715256004607343,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,39618460,Fabienne,,Rosemont-La Petite-Patrie,45.55974,-73.57008,Entire home/apt,70,52,0,,,2,144,0,
730419450630283702,Rental unit in Montréal · ★4.67 · 1 bedroom · 2 beds · 1 bath,33961189,Marie-Christine,,Le Sud-Ouest,45.46092,-73.5931,Entire home/apt,45,32,3,2023-05-25,0.57,4,96,3,310865
730485772849599581,Rental unit in Montréal · ★4.44 · 2 bedrooms · 2 beds · 1 bath,439160268,Comfort,,Villeray-Saint-Michel-Parc-Extension,45.55281,-73.61165,Entire home/apt,135,31,16,2023-03-04,1.49,3,61,16,
730629767802248039,Rental unit in Montréal · ★5.0 · 2 bedrooms · 4 beds · 1 bath,137015168,Marc,,Le Sud-Ouest,45.48932,-73.55644,Entire home/apt,463,31,3,2023-04-09,0.32,4,28,3,375231
730831707378055386,Rental unit in Montréal · 1 bedroom · 1 bed · 1 shared bath,18491525,Rym,,Le Plateau-Mont-Royal,45.53507,-73.57103,Private room,38,31,2,2023-07-12,0.77,1,21,2,
731057151394525650,Rental unit in Montréal · ★4.83 · 1 bedroom · 1 bed · 1 bath,277828225,Abdelaziz,,Verdun,45.4549758,-73.5493546,Entire home/apt,150,31,6,2023-04-16,0.60,1,0,6,
731143810244205158,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,13732513,Sophie,,Le Plateau-Mont-Royal,45.53409,-73.57073,Private room,100,31,4,2023-04-02,0.37,1,87,4,
731810242185593998,Boutique hotel in Montréal · ★4.54 · 1 bedroom · 1 private bath,474405753,Le Sand And Stone,,Ville-Marie,45.51138,-73.56456,Private room,183,1,13,2023-08-12,1.21,24,84,13,"568912, expires: 2023-10-19"
731862160318708957,Rental unit in Montréal · ★4.89 · 2 bedrooms · 5 beds · 1 bath,391805507,Vadim,,Mercier-Hochelaga-Maisonneuve,45.548,-73.53592,Entire home/apt,331,1,61,2023-08-17,5.56,3,185,61,"310768, expires: 2024-10-03"
731935452024955057,Rental unit in Montréal · ★4.73 · 1 bedroom · 1 bed · 1 bath,482532865,Osa,,Ahuntsic-Cartierville,45.54292,-73.69399,Entire home/apt,120,31,22,2023-08-16,2.04,1,275,22,282526
731942774996792654,Rental unit in Montréal · ★4.92 · 2 bedrooms · 4 beds · 1 bath,391805507,Vadim,,Mercier-Hochelaga-Maisonneuve,45.54775,-73.53408,Entire home/apt,350,1,71,2023-08-30,6.47,3,189,71,"310768, expires: 2024-10-03"
732022553261860688,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,17044058,Ben,,Ville-Marie,45.50167,-73.57862,Entire home/apt,120,32,0,,,1,363,0,
732054790763486937,Rental unit in Montréal · ★4.94 · 2 bedrooms · 2 beds · 1 bath,195508236,Philip,,Ville-Marie,45.51187,-73.55296,Entire home/apt,285,31,33,2023-08-27,3.13,8,329,33,"313276, expires: 2024-05-14"
732060153020855528,Rental unit in Montréal · ★4.51 · 1 bedroom · 1 bed · 1 bath,481594317,Helene,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4798,-73.6253,Entire home/apt,103,31,37,2023-08-13,3.36,12,45,37,308201
732064640021107968,Rental unit in Montréal · ★4.60 · 1 bedroom · 1 bed · 1 bath,481594317,Helene,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48176,-73.62498,Entire home/apt,103,31,30,2023-08-15,2.88,12,57,30,308201
732067811598269365,Rental unit in Montréal · ★4.68 · 1 bedroom · 1 bed · 1 bath,481594317,Helene,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48001,-73.62327,Entire home/apt,106,31,22,2023-07-23,2.12,12,42,22,308201
732079213229655511,Rental unit in Montréal · ★4.33 · 1 bedroom · 1 bed · 1 bath,214141772,Cristi,,Anjou,45.60440312736222,-73.5746954753995,Entire home/apt,55,31,6,2023-08-14,0.66,2,255,6,
732416448567954194,Rental unit in Montréal · 3 bedrooms · 1 bed · 1 bath,477734513,Esi,,Ahuntsic-Cartierville,45.54276,-73.64892,Entire home/apt,120,31,0,,,4,364,0,
732451749037731572,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,434955825,Gabrielle,,Ahuntsic-Cartierville,45.55466,-73.6681,Entire home/apt,115,32,0,,,68,85,0,
732477362131957977,Condo in Montréal · ★4.27 · 3 bedrooms · 3 beds · 1 bath,456773498,Joel,,Le Plateau-Mont-Royal,45.51559,-73.57258,Entire home/apt,178,30,11,2023-05-28,1.04,31,121,11,"313378, expires: 2024-05-16"
732482566144916634,Rental unit in Montréal · ★4.98 · 2 bedrooms · 2 beds · 1 bath,316813523,Stanzia,,Le Sud-Ouest,45.48188403160326,-73.56011985951822,Entire home/apt,442,2,51,2023-08-27,4.72,13,118,51,"311561, expires: 2023-12-15"
732493288333697908,Rental unit in Montréal · ★4.82 · 4 bedrooms · 10 beds · 2 baths,391805507,Vadim,,Mercier-Hochelaga-Maisonneuve,45.54834,-73.53595,Entire home/apt,444,2,22,2023-08-26,2.24,3,168,22,"310768, expires: 2024-10-03"
732514090424287613,Condo in Montréal · ★5.0 · 2 bedrooms · 3 beds · 1 bath,48263254,David,,Le Plateau-Mont-Royal,45.53550600000001,-73.56201399999999,Entire home/apt,114,32,9,2023-08-08,0.94,2,292,9,
732783715309207887,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,247451381,十娘,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.482,-73.62572,Private room,39,31,3,2023-07-31,0.33,16,273,3,
733451480797167503,Condo in Montreal · ★4.53 · 4 bedrooms · 4 beds · 1 bath,456773498,Joel,,Le Plateau-Mont-Royal,45.52206446731652,-73.59109279819592,Entire home/apt,270,1,43,2023-08-16,4.08,31,89,43,"312908, expires: 2024-04-30"
734023858479977083,Rental unit in Montréal · ★4.91 · 2 bedrooms · 3 beds · 1 bath,128430021,Philippe,,Mercier-Hochelaga-Maisonneuve,45.5452,-73.54441,Entire home/apt,166,1,95,2023-08-27,8.80,17,92,95,"299589, expires: 2024-07-31"
734131322523198828,Townhouse in Montréal · 3 bedrooms · 3 beds · 1.5 baths,216719027,Eric,,Verdun,45.46401,-73.55082,Entire home/apt,360,60,0,,,1,351,0,
734207293400782238,Condo in Montréal · ★4.94 · 2 bedrooms · 2 beds · 1 bath,229014495,Felicia,,Ville-Marie,45.49313,-73.56609,Entire home/apt,157,32,16,2023-07-21,1.56,1,0,16,
734681616204380072,Townhouse in Beaconsfield · ★4.25 · 4 bedrooms · 4 beds · 2 baths,464794947,Monika,,Beaconsfield,45.43018,-73.8502,Entire home/apt,245,31,4,2023-05-04,0.37,1,292,4,
734735465372100873,Rental unit in Montreal · ★4.91 · 2 bedrooms · 3 beds · 1 bath,425662989,Arnold,,LaSalle,45.43005448879345,-73.59604887664318,Entire home/apt,153,1,47,2023-09-02,4.35,1,237,47,"313807, expires: 2024-05-31"
734827376101693686,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,15761832,Laurence,,Rosemont-La Petite-Patrie,45.546456,-73.57768700000001,Entire home/apt,57,31,3,2023-07-19,0.31,1,295,3,
734890809007127273,Condo in Montréal · ★4.75 · 1 bedroom · 2 beds · 1 bath,49241549,Michel,,Ville-Marie,45.51203091879579,-73.5687651,Entire home/apt,175,31,12,2023-08-25,4.24,1,324,12,"313703, expires: 2024-05-24"
734961234705946085,Rental unit in Montréal · ★4.83 · 2 bedrooms · 2 beds · 1 bath,12391150,Maude,,Villeray-Saint-Michel-Parc-Extension,45.56171,-73.59846,Entire home/apt,75,31,12,2023-02-28,1.17,1,31,12,
735479331592225401,Condo in Kirkland · 1 bedroom · 2 beds · 1 bath,26945242,Russel,,Kirkland,45.45048,-73.8564,Entire home/apt,80,31,0,,,1,305,0,
735557468349509545,Rental unit in Montréal · 1 bedroom · 1 bed · 1.5 shared baths,206157337,André,,Mercier-Hochelaga-Maisonneuve,45.57335,-73.53978,Private room,54,31,1,2023-03-01,0.16,13,334,1,
736078022643472086,Condo in Montréal · ★5.0 · 2 bedrooms · 2 beds · 1 bath,69093631,Mélanie,,Le Plateau-Mont-Royal,45.5303309,-73.575874,Entire home/apt,175,31,8,2023-06-30,1.22,1,120,8,
736227206101997893,Home in Montréal · 1 bedroom · 1 bed · 1 shared bath,478603329,Aniçka,,Mercier-Hochelaga-Maisonneuve,45.55384,-73.53572,Private room,38,31,2,2022-10-30,0.19,2,89,2,
736342204917737643,Rental unit in Montréal · ★4.21 · Studio · 1 bed · 1 bath,296388939,Yanis,,Villeray-Saint-Michel-Parc-Extension,45.55332,-73.60227,Entire home/apt,72,31,19,2023-04-17,1.76,1,0,19,312905
736722242491409315,Home in Montréal · 1 bedroom · 1 bed · 1 shared bath,478603329,Aniçka,,Mercier-Hochelaga-Maisonneuve,45.55511,-73.53704,Private room,39,60,2,2022-10-23,0.19,2,47,2,
736789828862261666,Rental unit in Montréal · ★4.74 · 3 bedrooms · 4 beds · 2 baths,418376359,Peter,,Ville-Marie,45.49888900571445,-73.57906615851334,Entire home/apt,288,2,27,2023-08-19,3.35,2,160,27,"295420, expires: 2024-09-06"
736888288904475950,Hotel in Montréal · ★4.79 · 2 bedrooms · 3 beds · 1 private bath,483450512,Lincoln,,Ville-Marie,45.4917588,-73.5851117,Private room,370,31,19,2023-08-14,2.13,4,359,19,"508701, expires: 2024-01-31"
737072761032630840,Condo in Montréal · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,46016922,Mickael,,LaSalle,45.43098330000001,-73.6388209,Private room,55,1,48,2023-08-29,4.80,2,0,48,"313823, expires: 2024-05-28T22:23:50Z"
737074535088389081,Rental unit in Montréal · ★4.63 · 3 bedrooms · 4 beds · 2 baths,418376359,Peter,,Ville-Marie,45.49876,-73.57957,Entire home/apt,297,2,30,2023-08-19,3.72,2,134,30,"295420, expires: 2024-09-06"
737095227600107778,Loft in Montréal · ★4.91 · 2 bedrooms · 4 beds · 1 bath,12954332,Antonie,,Le Plateau-Mont-Royal,45.51432,-73.57549,Entire home/apt,223,3,45,2023-08-21,4.27,3,135,45,"304391, expires: 2023-10-31"
737107533949232658,Rental unit in Montréal · ★4.78 · 4 bedrooms · 4 beds · 2 baths,483496496,Peter,,Ville-Marie,45.50203,-73.5582,Entire home/apt,456,2,37,2023-08-19,4.57,20,76,37,"304411, expires: 2024-09-01T00:00:00Z"
737513724192185155,Condo in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,156827670,Matthieu,,Le Sud-Ouest,45.482,-73.58085,Private room,123,1,47,2023-08-22,4.46,1,34,47,"311493, expires: 2023-12-12T01:00:00Z"
737559869364742924,Condo in Montréal · ★4.86 · 1 bedroom · 1 bed · 1 bath,284489108,Leila,,Ville-Marie,45.49137,-73.58336,Entire home/apt,221,31,7,2023-07-07,0.80,29,43,7,"296384, expires: 2024-06-30"
737560325116162507,Rental unit in Montréal · ★4.29 · 3 bedrooms · 3 beds · 2 baths,284489108,Leila,,Ville-Marie,45.49697,-73.57661,Entire home/apt,271,31,24,2023-08-15,3.38,29,45,24,"296384, expires: 2024-06-30"
737571712245605884,Condo in Montréal · ★5.0 · Studio · 2 beds · 1 bath,4918443,Laura Lee,,Le Plateau-Mont-Royal,45.53301,-73.56593,Entire home/apt,74,31,6,2023-06-18,0.74,1,247,6,
737593247616306868,Rental unit in Montréal · ★4.82 · 2 bedrooms · 2 beds · 1 bath,42486955,Vanessa,,Le Plateau-Mont-Royal,45.52182,-73.57495,Entire home/apt,112,31,45,2023-08-22,4.27,4,344,45,
737628054425123921,Condo in Montréal · ★4.94 · 3 bedrooms · 4 beds · 2 baths,5835359,Fernando,,Le Plateau-Mont-Royal,45.5277047,-73.5907186,Entire home/apt,521,31,17,2023-08-26,1.63,1,37,17,"312681, expires: 2024-04-13"
737630752401279366,Rental unit in Montréal · ★New · 3 bedrooms · 3 beds · 1 bath,58012840,Franck Fabrice,,Lachine,45.44357,-73.65038,Entire home/apt,177,31,0,,,1,263,0,
737652650535355518,Rental unit in Montréal · ★4.50 · Studio · 1 bed · 1 bath,453803648,Yana,,Le Sud-Ouest,45.48923,-73.56195,Entire home/apt,80,60,4,2023-07-28,0.66,10,113,4,
737669701958580761,Loft in Montréal · 4 bedrooms · 4 beds · 5 baths,271587207,Holland Hotel,,Ville-Marie,45.49866,-73.57381,Entire home/apt,2499,1,0,,,6,329,0,"271191, expires: 2023-10-31"
738299816817598476,Condo in Montréal · ★4.88 · 1 bedroom · 2 beds · 1 bath,11980829,Leon,,Le Plateau-Mont-Royal,45.515136435030094,-73.57673678330185,Entire home/apt,229,2,8,2023-08-28,4.21,1,138,8,"313236, expires: 2024-05-16"
738403197059219128,Condo in Montréal-Ouest · 3 bedrooms · 3 beds · 1 bath,5398686,Asana,,Montréal-Ouest,45.45664,-73.6588,Entire home/apt,110,32,2,2023-07-31,0.79,2,0,2,
738470316292191432,Condo in Montréal · 1 bedroom · 1 bed · 1 bath,322443273,Michael,,Ville-Marie,45.52748,-73.5487,Entire home/apt,75,32,1,2023-05-01,0.24,1,121,1,
738485134961625572,Rental unit in Montréal · ★5.0 · 1 bedroom · 2 beds · 1 bath,364355941,Patrick,,Mercier-Hochelaga-Maisonneuve,45.54154,-73.55205,Entire home/apt,65,31,3,2023-07-08,0.38,3,259,3,
739025376611010168,Rental unit in Montréal · ★4.63 · 3 bedrooms · 3 beds · 1 bath,33740046,Luey,,Ville-Marie,45.52779,-73.55217,Entire home/apt,250,2,19,2023-08-14,2.29,1,143,19,"313319, expires: 2024-05-24"
739070089429517143,Condo in Montréal · 2 bedrooms · 3 beds · 1 bath,85387113,Vincent,,Le Plateau-Mont-Royal,45.50683,-73.57411,Entire home/apt,145,32,0,,,1,364,0,
739418646747432743,Condo in Montréal · ★4.75 · 1 bedroom · 1 bed · 1 bath,182302293,Vivi,,Ville-Marie,45.50068244872005,-73.55543517777099,Entire home/apt,245,31,4,2023-08-21,4,3,154,4,402562
739690302747334837,Rental unit in Montréal · ★4.88 · 1 bedroom · 1 bed · 1 bath,105565544,Jeffrey,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4652,-73.61841,Entire home/apt,103,31,25,2023-08-14,2.36,3,14,25,295173
739729892038668241,Condo in Montréal · ★5.0 · 2 bedrooms · 1 bed · 1.5 baths,232217561,Michael,,Saint-Laurent,45.5075,-73.69869,Entire home/apt,103,31,7,2023-07-21,0.68,1,360,7,
739775559153964598,Rental unit in Montréal · ★4.44 · 1 bedroom · 1 bed · 1 bath,484112803,Max,,Le Plateau-Mont-Royal,45.53036,-73.56768,Entire home/apt,148,31,55,2023-08-23,5.25,1,31,55,275601
739811181871874401,Rental unit in Montréal · ★4.20 · 1 bedroom · 1 bed · 1 bath,477873098,R.G Management,,Le Plateau-Mont-Royal,45.50893,-73.57553,Entire home/apt,128,31,30,2023-08-16,2.98,4,78,30,263966
739973941179630431,Home in Montreal · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,157580052,Mahesh,,L'Île-Bizard-Sainte-Geneviève,45.49204,-73.89038,Entire home/apt,526,31,3,2023-04-08,0.36,1,302,3,
740174556699267657,Condo in Montréal · ★4.50 · 2 bedrooms · 2 beds · 1 bath,258095020,Leila,,Ville-Marie,45.51185,-73.56144,Entire home/apt,243,31,16,2023-08-18,2.41,7,300,16,296384
740209014453949047,Condo in Montréal · ★5.0 · 2 bedrooms · 2 beds · 1 bath,102161304,Jeremy,,Ville-Marie,45.53381801395577,-73.55738818645477,Entire home/apt,251,2,62,2023-08-30,6.16,1,333,62,"311427, expires: 2023-12-06T17:16:36Z"
740327386574588425,Loft in Montréal · ★4.62 · Studio · 1 bed · 1 bath,306041574,HOTEL U By Georges,,Ville-Marie,45.50212,-73.5628,Entire home/apt,190,1,53,2023-08-18,5.64,38,70,53,"302234, expires: 2024-03-19T01:00:00Z"
740417721561128813,Condo in Montréal · ★4.88 · 1 bedroom · 1 bed · 1 bath,70186466,Kirk,,Le Plateau-Mont-Royal,45.53209,-73.56381,Entire home/apt,189,2,64,2023-08-30,6.27,1,51,64,"311169, expires: 2024-10-26"
740466054082743519,Loft in Montréal · 1 bedroom · 1 bed · 1 bath,369442631,Marco,,Ville-Marie,45.50227,-73.55847,Entire home/apt,85,31,2,2023-06-13,0.38,2,254,2,
740484250150709174,Rental unit in Hampstead · 1 bedroom · 1 bed · 1 bath,104551495,Zhen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47886,-73.63039,Private room,73,31,0,,,1,161,0,
740665026646500125,Rental unit in Montréal · ★4.68 · 2 bedrooms · 2 beds · 1 bath,481192018,Samantha,,Le Plateau-Mont-Royal,45.51521,-73.57358,Entire home/apt,227,2,31,2023-08-14,3.10,14,333,31,"308865, expires: 2024-02-28"
740666219004650586,Rental unit in Montréal · ★4.72 · 3 bedrooms · 3 beds · 1 bath,481192018,Samantha,,Le Plateau-Mont-Royal,45.51395,-73.57421,Entire home/apt,240,2,39,2023-08-17,3.87,14,345,39,"308865, expires: 2024-02-28"
741114556496888215,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,477734513,Esi,,Ahuntsic-Cartierville,45.54311,-73.65089,Entire home/apt,90,31,0,,,4,364,0,
741327471433478454,Home in Montréal · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,484284503,Peter,,Ahuntsic-Cartierville,45.55046937783693,-73.64068571264707,Private room,39,32,16,2023-06-28,1.52,3,258,16,
741900375599782632,Rental unit in Montréal · 4 bedrooms · 4 beds · 2.5 baths,317571317,Maison,,Ville-Marie,45.49798404470763,-73.57522924475458,Entire home/apt,1363,31,2,2023-08-12,0.40,2,335,2,238781
741955270538225977,Condo in Montréal · ★4.94 · 1 bedroom · 1 bed · 1 bath,28712807,Peter,,Ville-Marie,45.51262,-73.56101,Entire home/apt,194,1,34,2023-08-27,3.25,3,192,34,"313180, expires: 2024-05-08"
741962491136515352,Rental unit in Montréal · ★4.50 · 1 bedroom · 1 bed · 1 bath,149557230,Annie,,Villeray-Saint-Michel-Parc-Extension,45.5575,-73.60707,Entire home/apt,35,31,4,2023-08-25,0.49,1,140,4,
742006068200258045,Home in Montréal · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,484284503,Peter,,Ahuntsic-Cartierville,45.55210648258122,-73.64108585717352,Private room,32,32,23,2023-07-02,2.18,3,332,23,
